session_id,early_events,early_product_views,early_unique_categories,early_event_types,device_type,traffic_source,region,early_duration_min,converted
S00945,2,2,1,1,Desktop,Paid Search,South,2.3333333333333335,0
S00946,2,2,1,1,Desktop,Social,South,2.533333333333333,0
S00947,3,3,2,1,Desktop,Organic Search,East,4.3,0
S00948,4,4,2,1,Tablet,Organic Search,South,4.733333333333333,0
S00949,3,3,2,1,Mobile,Referral,Central,4.1,0
S00950,3,3,2,1,Mobile,Organic Search,North,3.716666666666667,1
S00951,3,3,1,1,Mobile,Social,East,3.966666666666667,0
S00952,2,2,2,1,Mobile,Email,Central,0.35,0
S00953,2,2,2,1,Desktop,Email,West,2.6666666666666665,0
S00954,2,1,1,2,Tablet,Organic Search,South,2.65,1
S00955,3,3,2,1,Mobile,Social,East,3.183333333333333,0
S00956,3,3,1,1,Mobile,Direct,West,4.133333333333334,0
S00957,2,2,1,1,Mobile,Paid Search,Central,1.75,0
S00958,3,3,1,1,Desktop,Paid Search,Central,2.7,0
S00959,1,1,1,1,Desktop,Paid Search,South,0.0,0
S00960,2,2,1,1,Mobile,Referral,Central,0.8,0
S00961,3,3,1,1,Desktop,Paid Search,North,4.633333333333334,0
S00962,1,1,1,1,Mobile,Direct,North,0.0,0
S00963,3,3,1,1,Desktop,Referral,Central,3.566666666666667,1
S00964,3,3,1,1,Mobile,Paid Search,North,2.2333333333333334,0
S00965,4,3,1,2,Desktop,Direct,North,3.2,0
S00966,3,3,1,1,Desktop,Organic Search,South,4.633333333333334,0
S00967,4,3,1,2,Mobile,Social,East,4.683333333333334,0
S00968,3,3,1,1,Desktop,Direct,West,4.7,0
S00969,3,3,2,1,Mobile,Paid Search,West,1.2833333333333334,0
S00970,3,3,2,1,Mobile,Email,South,4.3,0
S00971,4,4,1,1,Mobile,Organic Search,East,3.716666666666667,0
S00972,3,3,2,1,Tablet,Paid Search,Central,3.5166666666666666,0
S00973,1,1,1,1,Mobile,Organic Search,Central,0.0,0
S00974,4,2,1,3,Desktop,Direct,South,3.433333333333333,1
S00975,3,3,2,1,Desktop,Paid Search,Central,4.3,0
S00976,3,3,2,1,Desktop,Email,West,4.166666666666667,0
S00977,3,3,1,1,Mobile,Social,North,4.85,1
S00978,3,3,2,1,Desktop,Social,North,3.45,0
S00979,3,3,1,1,Mobile,Social,North,4.766666666666667,0
S00980,3,3,2,1,Mobile,Organic Search,West,3.3,0
S00981,3,3,1,1,Desktop,Organic Search,North,4.3,0
S00982,2,2,1,1,Mobile,Paid Search,East,1.1333333333333333,0
S00983,4,4,3,1,Desktop,Referral,North,4.416666666666667,0
S00984,4,4,2,1,Desktop,Social,Central,3.783333333333333,0
S00985,3,3,1,1,Mobile,Social,South,2.55,0
S00986,4,4,3,1,Mobile,Direct,Central,4.966666666666667,1
S00987,4,4,1,1,Mobile,Direct,Central,2.95,0
S00988,3,3,1,1,Mobile,Email,North,3.183333333333333,0
S00989,2,2,2,1,Desktop,Organic Search,East,2.4,0
S00990,3,2,1,2,Mobile,Organic Search,North,4.45,0
S00991,3,3,2,1,Mobile,Referral,Central,3.066666666666667,0
S00992,3,3,2,1,Mobile,Organic Search,East,4.15,0
S00993,3,3,1,1,Desktop,Organic Search,North,3.85,0
S00994,2,2,1,1,Mobile,Organic Search,North,1.2666666666666666,0
S00995,3,3,1,1,Mobile,Referral,South,3.9,0
S00996,2,1,1,2,Desktop,Paid Search,Central,3.6666666666666665,0
S00997,4,4,2,1,Tablet,Paid Search,West,4.933333333333334,0
S00998,3,2,1,2,Desktop,Referral,Central,3.4833333333333334,0
S00999,3,3,1,1,Tablet,Direct,South,4.133333333333334,0
S01000,1,1,1,1,Mobile,Paid Search,North,0.0,0
S01001,4,4,1,1,Desktop,Organic Search,Central,4.566666666666666,0
S01002,5,5,1,1,Mobile,Organic Search,North,3.3666666666666667,0
S01003,2,1,1,2,Mobile,Social,Central,2.3,0
S01004,3,3,3,1,Mobile,Social,South,4.45,0
S01005,3,2,1,2,Mobile,Direct,North,1.7833333333333334,0
S01006,3,3,2,1,Mobile,Direct,West,2.85,0
S01007,3,3,2,1,Mobile,Paid Search,Central,3.45,1
S01008,3,3,1,1,Mobile,Organic Search,Central,4.366666666666666,0
S01009,4,4,2,1,Desktop,Organic Search,North,4.816666666666666,1
S01010,4,4,2,1,Mobile,Organic Search,North,4.9,1
S01011,3,3,2,1,Desktop,Direct,East,2.466666666666667,0
S01012,3,3,1,1,Tablet,Social,West,4.266666666666667,0
S01013,2,2,1,1,Tablet,Direct,West,1.65,0
S01014,2,2,1,1,Desktop,Organic Search,North,2.9833333333333334,0
S01015,1,1,1,1,Mobile,Email,Central,0.0,0
S01016,5,3,1,3,Tablet,Social,West,4.45,1
S01017,5,4,2,2,Desktop,Organic Search,Central,4.5,0
S01018,3,3,2,1,Mobile,Organic Search,East,3.4166666666666665,0
S01019,2,2,2,1,Tablet,Direct,East,2.7333333333333334,0
S01020,3,3,2,1,Desktop,Social,Central,3.65,0
S01021,3,3,1,1,Mobile,Paid Search,East,4.316666666666666,0
S01022,4,3,1,2,Desktop,Social,Central,3.283333333333333,0
S01023,3,2,1,2,Tablet,Referral,Central,4.416666666666667,0
S01024,3,3,1,1,Tablet,Social,West,3.033333333333333,0
S01025,3,3,2,1,Tablet,Paid Search,East,3.15,0
S01026,4,4,2,1,Mobile,Email,North,4.766666666666667,0
S01027,2,2,1,1,Mobile,Organic Search,North,2.1166666666666667,0
S01028,3,3,1,1,Mobile,Referral,South,4.183333333333334,0
S01029,3,3,1,1,Desktop,Direct,North,4.8,1
S01030,4,4,1,1,Mobile,Organic Search,South,4.45,0
S01031,6,6,2,1,Desktop,Paid Search,South,4.716666666666667,0
S01032,3,3,1,1,Mobile,Direct,South,4.216666666666667,0
S01033,3,2,1,2,Desktop,Paid Search,East,3.65,0
S01034,4,3,3,2,Desktop,Paid Search,North,4.983333333333333,0
S01035,3,3,1,1,Desktop,Email,North,3.8666666666666667,0
S01036,3,3,1,1,Mobile,Social,West,3.183333333333333,0
S01037,2,2,2,1,Desktop,Direct,East,2.1666666666666665,0
S01038,3,3,2,1,Mobile,Email,East,3.9,1
S01039,2,2,1,1,Desktop,Paid Search,West,2.7,0
S01040,3,3,1,1,Desktop,Paid Search,Central,3.433333333333333,0
S01041,3,3,1,1,Mobile,Social,East,4.266666666666667,0
S01042,3,3,2,1,Mobile,Direct,West,4.616666666666666,0
S01043,4,4,1,1,Desktop,Paid Search,Central,4.15,0
S01044,2,2,2,1,Mobile,Organic Search,Central,2.35,0
S01045,3,3,1,1,Tablet,Referral,East,4.316666666666666,0
S01046,3,3,1,1,Mobile,Direct,West,3.8833333333333333,0
S01047,4,4,2,1,Desktop,Social,North,3.683333333333333,0
S01048,3,3,1,1,Desktop,Organic Search,East,3.933333333333333,0
S01049,4,4,2,1,Mobile,Organic Search,Central,2.8666666666666667,0
S01050,4,4,1,1,Desktop,Email,East,4.933333333333334,0
S01051,4,4,2,1,Mobile,Social,Central,4.7,0
S01052,3,3,2,1,Mobile,Email,East,4.716666666666667,0
S01053,2,2,1,1,Tablet,Referral,Central,0.5666666666666667,0
S01054,2,2,1,1,Mobile,Email,East,1.1666666666666667,0
S01055,5,5,1,1,Tablet,Email,North,4.783333333333333,0
S01056,3,3,1,1,Desktop,Organic Search,East,2.65,0
S01057,4,3,3,2,Mobile,Social,South,4.516666666666667,0
S01058,3,3,1,1,Mobile,Organic Search,North,3.4,0
S01059,3,3,2,1,Mobile,Referral,Central,5.0,0
S01060,4,4,1,1,Mobile,Referral,South,4.833333333333333,0
S01061,2,2,1,1,Mobile,Referral,West,1.2833333333333334,0
S01062,3,3,1,1,Tablet,Email,South,4.316666666666666,0
S01063,2,2,1,1,Mobile,Paid Search,North,1.9833333333333334,0
S01064,3,3,2,1,Mobile,Social,Central,3.7,0
S01065,2,2,1,1,Mobile,Organic Search,South,1.5166666666666666,0
S01066,3,3,2,1,Mobile,Paid Search,West,3.85,0
S01067,4,4,1,1,Desktop,Organic Search,West,2.7333333333333334,0
S01068,4,4,2,1,Desktop,Email,East,4.016666666666667,1
S01069,2,2,2,1,Desktop,Organic Search,Central,2.683333333333333,0
S01070,1,1,1,1,Desktop,Organic Search,West,0.0,0
S01071,2,2,2,1,Desktop,Direct,East,2.7,0
S01072,3,3,1,1,Desktop,Email,Central,2.7666666666666666,0
S01073,1,1,1,1,Desktop,Paid Search,North,0.0,0
S01074,2,2,1,1,Desktop,Organic Search,East,2.6166666666666667,0
S01075,4,4,2,1,Tablet,Email,Central,4.4,0
S01076,3,3,2,1,Mobile,Organic Search,West,3.45,0
S01077,5,4,2,2,Mobile,Paid Search,Central,2.933333333333333,0
S01078,3,3,3,1,Mobile,Paid Search,West,4.3,0
S01079,2,2,1,1,Desktop,Paid Search,Central,2.3333333333333335,0
S01080,3,3,2,1,Tablet,Social,Central,1.7166666666666666,0
S01081,5,5,2,1,Mobile,Direct,South,4.566666666666666,0
S01082,1,1,1,1,Desktop,Social,North,0.0,0
S01083,3,3,2,1,Mobile,Email,East,3.8833333333333333,0
S01084,4,4,1,1,Mobile,Email,West,4.216666666666667,0
S01085,2,2,1,1,Tablet,Paid Search,South,2.3,0
S01086,4,3,3,2,Mobile,Organic Search,North,4.633333333333334,0
S01087,3,3,2,1,Mobile,Paid Search,South,4.433333333333334,0
S01088,1,1,1,1,Desktop,Paid Search,Central,0.0,0
S01089,3,3,2,1,Tablet,Direct,West,3.683333333333333,0
S01090,4,4,2,1,Desktop,Organic Search,East,3.8333333333333335,0
S01091,3,3,1,1,Tablet,Organic Search,North,4.333333333333333,0
S01092,3,3,1,1,Mobile,Referral,South,3.9,1
S01093,7,7,2,1,Mobile,Paid Search,North,4.916666666666667,0
S01094,2,2,2,1,Mobile,Organic Search,North,0.38333333333333336,0
S01095,3,1,1,3,Desktop,Direct,Central,4.983333333333333,1
S01096,4,4,2,1,Desktop,Paid Search,Central,4.933333333333334,0
S01097,2,1,1,2,Desktop,Social,North,1.8666666666666667,1
S01098,4,4,2,1,Desktop,Organic Search,North,4.566666666666666,0
S01099,3,3,3,1,Mobile,Organic Search,South,4.516666666666667,1
S01100,2,2,1,1,Desktop,Referral,East,2.3,0
S01101,1,1,1,1,Desktop,Organic Search,South,0.0,0
S01102,3,3,2,1,Tablet,Organic Search,South,3.6166666666666667,0
S01103,3,2,2,2,Tablet,Referral,South,3.433333333333333,0
S01104,3,3,1,1,Tablet,Paid Search,West,3.6,0
S01105,4,4,1,1,Tablet,Direct,West,4.15,0
S01106,1,1,1,1,Desktop,Organic Search,West,0.0,0
S01107,4,4,1,1,Mobile,Organic Search,South,4.65,0
S01108,3,3,1,1,Mobile,Organic Search,Central,2.8833333333333333,0
S01109,2,2,1,1,Mobile,Referral,Central,0.7833333333333333,0
S01110,3,3,1,1,Desktop,Direct,North,1.2666666666666666,0
S01111,2,2,1,1,Mobile,Social,South,2.4166666666666665,0
S01112,3,3,2,1,Desktop,Referral,East,4.916666666666667,0
S01113,2,2,1,1,Desktop,Direct,North,1.5833333333333333,0
S01114,3,3,3,1,Mobile,Organic Search,East,3.3833333333333333,0
S01115,3,3,1,1,Mobile,Email,East,4.566666666666666,1
S01116,2,2,2,1,Mobile,Referral,East,0.8333333333333334,0
S01117,3,2,1,2,Desktop,Social,South,1.5,0
S01118,4,2,1,3,Mobile,Organic Search,East,5.0,1
S01119,3,3,2,1,Desktop,Paid Search,Central,4.183333333333334,1
S01120,3,3,1,1,Desktop,Paid Search,South,4.15,0
S01121,2,2,2,1,Tablet,Referral,West,2.3666666666666667,0
S01122,3,3,1,1,Tablet,Organic Search,North,2.1333333333333333,0
S01123,2,2,1,1,Mobile,Paid Search,North,2.1,0
S01124,2,2,2,1,Mobile,Social,East,1.5666666666666667,0
S01125,2,2,1,1,Mobile,Direct,North,2.4833333333333334,0
S01126,1,1,1,1,Mobile,Email,North,0.0,0
S01127,3,2,1,2,Desktop,Organic Search,North,4.9,0
S01128,3,3,1,1,Mobile,Direct,East,3.9166666666666665,0
S01129,2,2,2,1,Mobile,Direct,West,1.7166666666666666,0
S01130,3,3,1,1,Desktop,Referral,South,4.483333333333333,0
S01131,3,3,2,1,Mobile,Direct,West,3.1166666666666667,0
S01132,2,2,1,1,Mobile,Email,North,2.2333333333333334,0
S01133,3,3,2,1,Desktop,Paid Search,West,3.95,1
S01134,2,2,2,1,Desktop,Organic Search,East,0.36666666666666664,0
S01135,4,4,2,1,Mobile,Email,West,4.516666666666667,0
S01136,2,2,1,1,Desktop,Social,Central,2.05,0
S01137,3,3,1,1,Mobile,Social,Central,1.8833333333333333,0
S01138,2,2,1,1,Mobile,Paid Search,North,2.0,0
S01139,2,2,1,1,Mobile,Paid Search,Central,0.8,0
S01140,5,5,3,1,Mobile,Organic Search,North,3.6166666666666667,0
S01141,3,3,2,1,Mobile,Referral,Central,3.35,0
S01142,2,2,1,1,Desktop,Organic Search,South,0.43333333333333335,0
S01143,2,2,1,1,Mobile,Social,South,1.1833333333333333,0
S01144,4,4,2,1,Mobile,Direct,North,4.75,0
S01145,1,1,1,1,Desktop,Referral,North,0.0,0
S01146,2,2,1,1,Mobile,Social,West,2.55,0
S01147,3,3,2,1,Mobile,Social,Central,1.7166666666666666,0
S01148,4,4,2,1,Mobile,Organic Search,West,4.45,0
S01149,4,4,1,1,Mobile,Email,West,4.133333333333334,1
S01150,1,1,1,1,Mobile,Paid Search,West,0.0,0
S01151,6,6,1,1,Mobile,Social,South,4.783333333333333,0
S01152,2,2,2,1,Mobile,Organic Search,North,2.816666666666667,0
S01153,4,4,3,1,Mobile,Referral,North,4.883333333333334,0
S01154,4,4,1,1,Mobile,Referral,South,4.383333333333334,0
S01155,3,3,2,1,Mobile,Direct,South,4.283333333333333,1
S01156,3,3,2,1,Mobile,Social,North,3.7,0
S01157,4,4,1,1,Desktop,Email,North,4.983333333333333,1
S01158,4,4,2,1,Tablet,Email,North,1.4166666666666667,0
S01159,4,4,1,1,Mobile,Direct,Central,4.216666666666667,0
S01160,3,3,1,1,Desktop,Paid Search,North,4.35,0
S01161,3,3,1,1,Mobile,Social,East,4.416666666666667,0
S01162,2,2,1,1,Desktop,Direct,East,2.6,1
S01163,2,2,1,1,Desktop,Paid Search,East,1.45,0
S01164,4,4,1,1,Mobile,Paid Search,North,4.283333333333333,0
S01165,3,3,1,1,Desktop,Social,South,2.4166666666666665,0
S01166,1,1,1,1,Mobile,Organic Search,North,0.0,0
S01167,4,3,1,2,Mobile,Social,South,3.6666666666666665,0
S01168,1,1,1,1,Mobile,Email,North,0.0,0
S01169,2,2,1,1,Desktop,Direct,East,0.43333333333333335,0
S01170,3,3,1,1,Desktop,Organic Search,West,3.3333333333333335,1
S01171,1,1,1,1,Mobile,Email,East,0.0,0
S01172,4,4,3,1,Tablet,Referral,East,4.166666666666667,0
S01173,2,2,1,1,Mobile,Direct,South,2.8333333333333335,0
S01174,4,4,2,1,Desktop,Social,Central,4.783333333333333,0
S01175,2,2,2,1,Mobile,Organic Search,South,0.6333333333333333,0
S01176,2,2,1,1,Mobile,Email,West,1.6666666666666667,0
S01177,2,2,2,1,Mobile,Referral,West,0.8666666666666667,0
S01178,2,2,1,1,Desktop,Social,East,2.3666666666666667,0
S01179,3,3,1,1,Mobile,Organic Search,South,4.816666666666666,0
S01180,4,4,1,1,Mobile,Email,East,4.966666666666667,0
S01181,2,2,1,1,Tablet,Organic Search,North,2.0166666666666666,0
S01182,3,3,2,1,Desktop,Direct,North,3.4833333333333334,1
S01183,2,2,2,1,Mobile,Social,North,1.4666666666666666,0
S01184,1,1,1,1,Tablet,Social,North,0.0,0
S01185,3,3,2,1,Desktop,Organic Search,East,4.383333333333334,1
S01186,4,4,1,1,Tablet,Referral,Central,4.766666666666667,0
S01187,4,4,1,1,Mobile,Paid Search,South,4.15,0
S01188,2,2,1,1,Desktop,Direct,Central,0.7666666666666667,0
S01189,3,3,1,1,Desktop,Email,Central,4.1,0
S01190,4,3,1,2,Mobile,Paid Search,Central,3.2333333333333334,0
S01191,2,1,1,2,Desktop,Paid Search,Central,2.4833333333333334,1
S01192,4,4,1,1,Mobile,Email,South,3.566666666666667,0
S01193,3,2,2,2,Desktop,Email,North,2.2666666666666666,0
S01194,1,1,1,1,Mobile,Organic Search,East,0.0,0
S01195,4,4,3,1,Desktop,Social,East,4.0,0
S01196,4,4,2,1,Mobile,Paid Search,Central,1.8666666666666667,0
S01197,4,4,2,1,Tablet,Organic Search,Central,4.866666666666666,0
S01198,3,3,1,1,Tablet,Social,East,4.583333333333333,0
S01199,2,2,1,1,Mobile,Referral,South,1.0666666666666667,0
S01200,3,3,1,1,Desktop,Referral,North,4.283333333333333,0
S01201,3,3,2,1,Mobile,Direct,North,3.2333333333333334,0
S01202,2,2,1,1,Desktop,Organic Search,East,2.566666666666667,0
S01203,1,1,1,1,Desktop,Email,East,0.0,0
S01204,3,3,2,1,Desktop,Organic Search,Central,3.316666666666667,0
S01205,3,3,2,1,Mobile,Referral,East,2.3666666666666667,0
S01206,3,3,1,1,Mobile,Organic Search,Central,3.7666666666666666,0
S01207,1,1,1,1,Mobile,Direct,West,0.0,0
S01208,3,3,2,1,Mobile,Direct,Central,4.683333333333334,0
S01209,3,3,2,1,Desktop,Direct,North,3.433333333333333,0
S01210,2,2,1,1,Tablet,Social,Central,2.783333333333333,0
S01211,4,4,1,1,Mobile,Email,West,3.783333333333333,0
S01212,3,3,1,1,Mobile,Organic Search,North,2.75,0
S01213,3,3,1,1,Desktop,Direct,North,3.3833333333333333,0
S01214,2,2,1,1,Mobile,Email,Central,2.6666666666666665,0
S01215,3,3,1,1,Mobile,Organic Search,North,4.25,0
S01216,2,2,1,1,Desktop,Paid Search,East,1.85,0
S01217,3,3,1,1,Desktop,Paid Search,South,3.9833333333333334,0
S01218,4,3,1,2,Mobile,Social,West,4.916666666666667,0
S01219,2,2,2,1,Mobile,Referral,Central,0.8333333333333334,0
S01220,2,1,1,2,Desktop,Referral,South,2.4833333333333334,0
S01221,2,2,1,1,Tablet,Referral,East,2.0,0
S01222,5,4,2,2,Desktop,Organic Search,Central,3.6166666666666667,0
S01223,2,2,1,1,Mobile,Organic Search,West,1.4833333333333334,0
S01224,4,4,2,1,Tablet,Direct,Central,3.566666666666667,1
S01225,1,1,1,1,Mobile,Referral,East,0.0,0
S01226,2,2,2,1,Mobile,Referral,South,2.816666666666667,0
S01227,4,4,2,1,Mobile,Social,East,4.383333333333334,0
S01228,2,2,1,1,Desktop,Organic Search,West,2.933333333333333,0
S01229,3,3,3,1,Tablet,Referral,North,4.5,0
S01230,2,2,1,1,Mobile,Direct,South,0.48333333333333334,0
S01231,1,1,1,1,Tablet,Organic Search,North,0.0,0
S01232,3,3,2,1,Desktop,Email,East,2.25,0
S01233,2,2,2,1,Desktop,Organic Search,Central,2.4833333333333334,0
S01234,4,4,3,1,Desktop,Paid Search,North,4.416666666666667,0
S01235,2,2,1,1,Mobile,Direct,West,2.933333333333333,0
S01236,2,2,2,1,Mobile,Email,Central,2.8,0
S01237,3,3,2,1,Mobile,Paid Search,South,3.9166666666666665,0
S01238,3,3,1,1,Mobile,Social,West,3.6166666666666667,0
S01239,2,2,1,1,Tablet,Paid Search,Central,0.9333333333333333,0
S01240,3,3,1,1,Desktop,Email,Central,4.333333333333333,0
S01241,3,3,1,1,Mobile,Social,South,3.9166666666666665,0
S01242,3,3,1,1,Mobile,Referral,North,3.1166666666666667,0
S01243,2,2,2,1,Mobile,Organic Search,North,2.8833333333333333,0
S01244,1,1,1,1,Mobile,Paid Search,West,0.0,0
S01245,2,2,1,1,Mobile,Direct,West,1.3166666666666667,0
S01246,3,3,1,1,Mobile,Organic Search,West,4.05,0
S01247,3,3,1,1,Desktop,Paid Search,South,3.033333333333333,0
S01248,2,2,1,1,Desktop,Social,North,2.066666666666667,0
S01249,1,1,1,1,Tablet,Organic Search,East,0.0,0
S01250,2,2,1,1,Mobile,Social,East,2.55,0
S01251,3,3,2,1,Mobile,Social,West,2.533333333333333,0
S01252,3,2,1,2,Mobile,Referral,East,3.4166666666666665,0
S01253,3,2,1,2,Desktop,Direct,South,4.216666666666667,1
S01254,2,2,1,1,Desktop,Referral,South,1.95,0
S01255,2,2,1,1,Mobile,Direct,South,2.3,0
S01256,4,4,3,1,Mobile,Paid Search,South,3.3666666666666667,1
S01257,3,3,1,1,Desktop,Organic Search,North,4.916666666666667,0
S01258,5,3,2,3,Mobile,Organic Search,South,4.983333333333333,0
S01259,2,2,2,1,Desktop,Social,North,1.9,0
S01260,1,1,1,1,Mobile,Email,North,0.0,0
S01261,3,3,1,1,Desktop,Direct,West,4.45,0
S01262,2,2,2,1,Mobile,Organic Search,South,2.316666666666667,0
S01263,3,3,1,1,Desktop,Paid Search,West,1.3333333333333333,0
S01264,3,3,1,1,Mobile,Organic Search,West,4.2,0
S01265,2,2,1,1,Desktop,Social,East,0.48333333333333334,0
S01266,3,3,2,1,Desktop,Organic Search,Central,4.916666666666667,0
S01267,4,4,2,1,Mobile,Organic Search,North,3.6666666666666665,0
S01268,4,4,2,1,Mobile,Direct,West,4.05,1
S01269,3,3,1,1,Mobile,Email,Central,3.8,0
S01270,3,3,2,1,Desktop,Direct,Central,3.5,0
S01271,5,5,1,1,Mobile,Direct,North,3.683333333333333,0
S01272,2,2,1,1,Mobile,Referral,South,0.7,0
S01273,3,3,1,1,Mobile,Paid Search,North,3.05,0
S01274,3,3,1,1,Desktop,Organic Search,West,4.633333333333334,0
S01275,3,3,1,1,Mobile,Email,West,4.566666666666666,0
S01276,1,1,1,1,Desktop,Social,South,0.0,0
S01277,3,3,1,1,Desktop,Direct,East,2.7666666666666666,0
S01278,2,2,1,1,Tablet,Organic Search,West,1.4166666666666667,0
S01279,1,1,1,1,Desktop,Social,East,0.0,0
S01280,4,4,2,1,Mobile,Paid Search,Central,3.533333333333333,0
S01281,2,2,1,1,Mobile,Paid Search,West,2.95,0
S01282,3,3,2,1,Mobile,Organic Search,North,1.8,0
S01283,2,2,1,1,Mobile,Organic Search,West,0.7166666666666667,0
S01284,2,2,1,1,Desktop,Paid Search,South,0.8666666666666667,0
S01285,4,3,2,2,Desktop,Organic Search,East,2.183333333333333,0
S01286,2,2,2,1,Mobile,Email,Central,1.9833333333333334,0
S01287,2,2,1,1,Desktop,Paid Search,Central,2.85,0
S01288,4,3,1,2,Desktop,Direct,East,3.7333333333333334,0
S01289,1,1,1,1,Desktop,Referral,South,0.0,0
S01290,2,2,1,1,Desktop,Social,South,2.7666666666666666,0
S01291,3,3,1,1,Mobile,Social,East,2.6666666666666665,1
S01292,4,4,1,1,Desktop,Organic Search,North,4.066666666666666,0
S01293,3,3,1,1,Mobile,Organic Search,East,3.783333333333333,0
S01294,1,1,1,1,Mobile,Email,North,0.0,0
S01295,2,2,1,1,Mobile,Organic Search,South,2.6666666666666665,0
S01296,1,1,1,1,Desktop,Referral,South,0.0,0
S01297,2,2,1,1,Desktop,Organic Search,Central,1.5833333333333333,0
S01298,4,4,1,1,Desktop,Email,West,4.583333333333333,0
S01299,5,5,3,1,Mobile,Direct,South,4.8,0
S01300,4,4,2,1,Mobile,Paid Search,North,3.466666666666667,0
S01301,2,2,1,1,Desktop,Organic Search,East,1.0166666666666666,0
S01302,2,2,2,1,Tablet,Email,South,2.5166666666666666,0
S01303,4,4,2,1,Desktop,Direct,East,5.0,0
S01304,3,3,1,1,Mobile,Referral,Central,3.7,0
S01305,3,3,2,1,Mobile,Organic Search,West,4.633333333333334,0
S01306,3,3,1,1,Mobile,Referral,West,4.366666666666666,0
S01307,4,4,2,1,Mobile,Social,East,4.95,0
S01308,6,5,3,2,Mobile,Direct,Central,4.4,1
S01309,4,3,2,2,Desktop,Social,Central,2.3833333333333333,0
S01310,2,2,1,1,Mobile,Organic Search,East,1.5666666666666667,0
S01311,2,1,1,2,Desktop,Referral,South,2.433333333333333,0
S01312,2,2,1,1,Tablet,Email,East,2.75,1
S01313,4,4,2,1,Mobile,Direct,North,4.916666666666667,0
S01314,2,2,1,1,Mobile,Direct,West,0.8833333333333333,0
S01315,1,1,1,1,Mobile,Organic Search,East,0.0,0
S01316,3,3,2,1,Mobile,Referral,North,3.816666666666667,0
S01317,4,3,1,2,Mobile,Organic Search,North,4.4,0
S01318,3,3,2,1,Mobile,Paid Search,East,3.0833333333333335,0
S01319,4,3,2,2,Desktop,Email,Central,4.45,0
S01320,4,4,1,1,Desktop,Referral,East,4.366666666666666,0
S01321,3,3,1,1,Desktop,Organic Search,West,2.65,0
S01322,2,2,1,1,Desktop,Paid Search,South,1.8666666666666667,0
S01323,4,4,2,1,Mobile,Email,East,3.75,1
S01324,3,3,2,1,Desktop,Paid Search,East,4.65,0
S01325,3,3,2,1,Tablet,Organic Search,West,5.0,0
S01326,3,3,1,1,Desktop,Organic Search,North,4.5,0
S01327,3,3,1,1,Desktop,Organic Search,East,2.3,0
S01328,3,3,2,1,Mobile,Social,South,3.4166666666666665,0
S01329,5,5,2,1,Mobile,Organic Search,South,4.5,0
S01330,3,3,3,1,Mobile,Paid Search,Central,3.7333333333333334,0
S01331,1,1,1,1,Mobile,Organic Search,North,0.0,0
S01332,3,3,1,1,Mobile,Social,South,2.566666666666667,0
S01333,3,3,2,1,Desktop,Referral,East,3.3833333333333333,0
S01334,2,2,1,1,Tablet,Email,Central,0.7166666666666667,0
S01335,3,3,2,1,Tablet,Direct,East,2.566666666666667,0
S01336,4,4,2,1,Mobile,Organic Search,West,4.0,0
S01337,3,3,3,1,Desktop,Organic Search,Central,4.283333333333333,0
S01338,3,3,1,1,Mobile,Direct,South,3.6166666666666667,0
S01339,4,4,1,1,Desktop,Paid Search,South,4.716666666666667,0
S01340,3,3,2,1,Desktop,Paid Search,South,3.533333333333333,0
S01341,1,1,1,1,Desktop,Referral,Central,0.0,0
S01342,2,2,1,1,Mobile,Direct,North,2.433333333333333,0
S01343,2,2,2,1,Mobile,Paid Search,South,0.6666666666666666,0
S01344,2,2,1,1,Mobile,Email,West,0.5166666666666667,0
S01345,3,3,2,1,Mobile,Email,East,4.1,0
S01346,3,3,2,1,Mobile,Direct,East,3.966666666666667,0
S01347,3,3,1,1,Desktop,Email,East,2.85,0
S01348,3,3,1,1,Mobile,Email,North,4.85,0
S01349,3,3,1,1,Tablet,Paid Search,East,2.3333333333333335,0
S01350,2,2,1,1,Desktop,Referral,East,0.6333333333333333,0
S01351,3,3,1,1,Mobile,Direct,Central,3.1,0
S01352,1,1,1,1,Mobile,Organic Search,South,0.0,0
S01353,3,2,1,2,Mobile,Email,Central,3.683333333333333,1
S01354,4,4,1,1,Mobile,Paid Search,West,4.05,0
S01355,1,1,1,1,Mobile,Organic Search,North,0.0,0
S01356,4,4,2,1,Mobile,Social,West,4.9,0
S01357,2,2,1,1,Tablet,Referral,North,1.7333333333333334,0
S01358,1,1,1,1,Mobile,Referral,Central,0.0,0
S01359,3,3,1,1,Desktop,Organic Search,Central,3.0166666666666666,0
S01360,3,3,1,1,Mobile,Social,South,4.45,0
S01361,3,3,1,1,Tablet,Paid Search,South,4.433333333333334,0
S01362,3,3,2,1,Desktop,Email,South,4.8,0
S01363,2,2,2,1,Mobile,Paid Search,South,2.4833333333333334,0
S01364,4,4,3,1,Mobile,Social,South,3.0833333333333335,0
S01365,3,3,2,1,Mobile,Email,South,4.65,1
S01366,4,4,1,1,Desktop,Direct,West,3.55,0
S01367,4,3,1,2,Mobile,Email,North,4.2,0
S01368,2,2,2,1,Tablet,Paid Search,Central,1.9166666666666667,0
S01369,3,3,1,1,Desktop,Organic Search,Central,2.6333333333333333,0
S01370,3,2,1,2,Desktop,Referral,East,4.083333333333333,1
S01371,2,2,1,1,Tablet,Paid Search,Central,2.033333333333333,0
S01372,2,2,1,1,Desktop,Paid Search,South,1.2,0
